id,order_id,user_id,product_id,inventory_item_id,status,created_at,sale_price,return_flag,cost,category,name,brand,retail_price,department,sku,distribution_center_id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source_x,traffic_source,price_margin,discount,is_discounted,order_day,return_probability
21325,14758,11712,28025,57391,Complete,2022-01-23 09:37:24 UTC,40.0,0,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Roy,Adams,royadams@example.org,23,M,São Paulo,515 Roberts Freeway Suite 635,16370-000,Promissão,Brasil,-21.52482607,-49.87038832,Facebook,Email,16.839999929070473,0.0,0,6.0,0.702612306886769
35024,24179,19183,28025,94312,Complete,2021-09-25 13:52:32 UTC,40.0,0,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Roberto,Holt,robertoholt@example.net,30,M,Shanxi,6950 Glass Shoals,30002,Shanghai,China,37.87813171,112.5378564,Search,Email,16.839999929070473,0.0,0,5.0,0.6507896850144778
62279,42984,34291,11644,167733,Complete,2022-04-19 01:46:23 UTC,40.0,0,20.31999997794628,Intimates,Flexees Womens Decadence Custom Lift Camisole,Flexees,40.0,Women,B55812911F2A27B05425D0692F19A039,2,Selena,Cox,selenacox@example.org,23,F,England,566 Hodges Causeway Suite 123,EN6,Potters Bar,United Kingdom,51.70139181,-0.1802174396,Search,Adwords,19.68000002205372,0.0,0,1.0,0.6765067862454623
74030,51108,40735,5217,199297,Complete,2022-01-27 05:34:59 UTC,40.0,0,19.799999967217445,Pants & Capris,Petite Alia Petite Corvelle Corduroy Pull On Pants,Alia,40.0,Women,5A7B238BA0F6502E5D6BE14424B20DED,3,Patricia,Choi,patriciachoi@example.com,33,F,Chiba,996 Diane Drive Apt. 420,263-0054,Chiba,Japan,35.65713441,140.103118,Search,Email,20.200000032782555,0.0,0,3.0,0.7577910040778045
84989,58616,46708,11185,228869,Complete,2022-03-31 11:52:03 UTC,40.0,0,23.200000002980232,Intimates,Maidenform Women's Firm Control Back Slimming Camisole,Maidenform,40.0,Women,51E12869E03348D481CA682359282739,9,Sandra,Brown,sandrabrown@example.org,55,F,Guangdong,656 Allen Meadows,516545,Shanghai,China,22.80800324,115.8310358,Search,Email,16.799999997019768,0.0,0,3.0,0.6668620498442223
96868,66860,53220,12480,260867,Complete,2022-03-31 09:15:29 UTC,40.0,0,20.879999957978725,Intimates,Apt. 9 Ruffles & Lace Babydoll & G-String Lingerie Set,Apt 9,40.0,Women,CD7214AAA777172BB782F7D0EFDDAB82,7,Nicole,Oneal,nicoleoneal@example.net,68,F,Hunan,44484 Dalton Forge Apt. 531,410013,Linyi,China,28.22838542,112.941626,Search,Email,19.120000042021275,0.0,0,3.0,0.6783403147101366
100448,69349,55215,11325,270487,Complete,2019-11-16 02:41:55 UTC,40.0,0,23.000000044703484,Intimates,Flexees Women's Fat Free Collection Strapless Tank,Flexees,40.0,Women,54D2E69C08F60AE7C37F509F962C59A8,2,Lydia,Rodriguez,lydiarodriguez@example.net,63,F,California,37970 Soto Fords Apt. 601,93280,Wasco,United States,35.65210984,-119.4632969,Search,Email,16.999999955296516,0.0,0,5.0,0.6508371975922197
101496,70111,55803,16042,273356,Complete,2021-05-16 10:00:23 UTC,40.0,0,23.39999996125698,Tops & Tees,G-Star Men's Curtis RT Short Sleeve Tee Shirt,G-Star,40.0,Men,FDC3507C5193FE2896B618F1D154360B,10,Mark,Peterson,markpeterson@example.org,67,M,Chiba,4072 Scott Locks Apt. 459,272-0111,Ichigawa City,Japan,35.69426448,139.9296646,Search,Adwords,16.60000003874302,0.0,0,6.0,0.6546224690441482
104743,72332,57573,11098,282097,Complete,2020-11-11 16:17:27 UTC,40.0,0,20.079999938607216,Intimates,Flexees Women's Fat Free Collection All Lace Tank,Flexees,40.0,Women,DE91676848DE8E7B9A92578C93FA60DA,2,Kristina,Rasmussen,kristinarasmussen@example.com,22,F,Sachsen,327 Rodriguez Cliffs Apt. 722,1640,Coswig,Germany,51.13664486,13.57247499,Search,Email,19.920000061392784,0.0,0,2.0,0.6467639561347232
105016,72522,57726,26354,282857,Complete,2021-08-14 23:41:12 UTC,40.0,0,16.88000001013279,Underwear,Hot Chillys Men's Geo Pro Fly Bottom,Hot Chillys,40.0,Men,4C71AEFC98DE5A57F137FB1317B216B9,3,Nathan,Edwards,nathanedwards@example.net,39,M,California,2403 Perez Mountains,95973,Chico,United States,39.89575345,-121.8607479,Search,Email,23.11999998986721,0.0,0,5.0,0.6562915622034391
111003,76634,61000,11101,299031,Complete,2022-03-11 08:24:14 UTC,40.0,0,21.99999995529652,Intimates,Flexees Women's Fat Free Tailored Tank Top,Flexees,40.0,Women,E4DB4FC1EF9AE443CED49D00F2192445,2,Alyssa,Clark,alyssaclark@example.com,65,F,Schleswig-Holstein,461 Brian Harbors Apt. 858,22880,Wedel,Germany,53.58872934,9.70299123,Email,Email,18.00000004470348,0.0,0,4.0,0.7005768898150925
117277,80943,64522,11205,315955,Complete,2021-11-12 14:09:14 UTC,40.0,0,20.439999997615807,Intimates,Flexees Women's Fat Free Rib Tank Top,Flexees,40.0,Women,002C3A40AC50DC870F1FF386F11F5BAE,2,Leslie,Lewis,leslielewis@example.org,28,F,Shandong,371 Jessica Crest,272000,Nantong,China,35.56919346,116.7902255,Search,Adwords,19.560000002384193,0.0,0,4.0,0.6963028221664819
120667,83263,66391,195,325033,Complete,2022-06-05 14:47:53 UTC,40.0,0,22.879999950528145,Tops & Tees,Hot Chillys Women's Peach Skins Solid Crewneck Top,Hot Chillys,40.0,Women,0336DCBAB05B9D5AD24F4333C7658A0E,3,Alexandria,Robertson,alexandriarobertson@example.org,43,F,Guangdong,57251 Kathy Vista Suite 184,518126,Hefei,China,22.61670282,113.8669595,Search,Email,17.120000049471855,0.0,0,6.0,0.662881758526617
140469,96965,77471,5242,378662,Complete,2022-05-24 13:01:28 UTC,40.0,0,23.000000044703484,Pants & Capris,Briggs New York Women's Trouser Pull On Pant,Briggs,40.0,Women,009A5510AD149A8E0C750CB62E255175,9,Lauren,Trevino,laurentrevino@example.org,69,F,Montana,78471 Wright Squares,59901,Kalispell,United States,48.21267545,-114.2636875,Search,Facebook,16.999999955296516,0.0,0,1.0,0.7444141561019988
143169,98825,78926,15793,385905,Complete,2022-03-15 15:14:10 UTC,40.0,0,18.719999939203262,Plus,Flexees Women's Fat Free Tailored Tank Top,Flexees,40.0,Women,D847A02302EB92375F59A4833A95F10A,2,Katherine,Summers,katherinesummers@example.com,57,F,Henan,114 Amanda Forges Apt. 745,476100,Hangzhou,China,34.36055407,115.6317419,Organic,YouTube,21.280000060796738,0.0,0,1.0,0.7128528753759975
151685,104714,83730,9564,408842,Complete,2022-04-27 07:43:39 UTC,40.0,0,24.36000004410744,Sleep & Lounge,Long Sleeve Nylon Gown by Shadowline,Shadowline,40.0,Women,A3B36CB25E2E0B93B5F334FFB4E4064E,2,Alexandra,Henderson,alexandrahenderson@example.org,35,F,Henan,2734 Billy Island,477150,Hefei,China,33.6507288,115.2132445,Facebook,YouTube,15.63999995589256,0.0,0,2.0,0.6822314604435872
175286,120969,96756,11205,472569,Complete,2022-05-24 01:22:16 UTC,40.0,0,20.439999997615807,Intimates,Flexees Women's Fat Free Rib Tank Top,Flexees,40.0,Women,002C3A40AC50DC870F1FF386F11F5BAE,2,Heather,Allen,heatherallen@example.com,28,F,Shandong,641 Bates Hollow,266073,Taizhou,China,36.07399614,120.4005672,Search,Facebook,19.560000002384193,0.0,0,1.0,0.6612348664827864
180078,124316,99520,26354,485522,Complete,2022-02-28 14:34:40 UTC,40.0,0,16.88000001013279,Underwear,Hot Chillys Men's Geo Pro Fly Bottom,Hot Chillys,40.0,Men,4C71AEFC98DE5A57F137FB1317B216B9,3,Jerome,Contreras,jeromecontreras@example.net,64,M,Inner Mongolia Autonomous Region,337 Francis Ranch Suite 812,14042,Wuhan,China,40.57303976,109.975895,Organic,Adwords,23.11999998986721,0.0,0,0.0,0.686036866978984
32016,22100,17534,5242,86184,Returned,2021-12-26 11:45:24 UTC,40.0,1,23.000000044703484,Pants & Capris,Briggs New York Women's Trouser Pull On Pant,Briggs,40.0,Women,009A5510AD149A8E0C750CB62E255175,9,Stephanie,Wilson,stephaniewilson@example.org,34,F,Rio de Janeiro,79307 White Avenue,28940-000,São Pedro da Aldeia,Brasil,-22.78720982,-42.1278306,Organic,Adwords,16.999999955296516,0.0,0,6.0,0.6583633121440067
48885,33704,26844,1487,131546,Returned,2022-03-03 16:11:38 UTC,40.0,1,19.72000002861023,Sweaters,Misses 89th & Madison Solid Open Front Cardigan,89th &#x0026; Madison,40.0,Women,6D3A1E06D6A06349436BC054313B648C,4,Melissa,Reid,melissareid@example.org,18,F,Shandong,78086 Teresa Islands,272000,Nantong,China,35.56919346,116.7902255,Search,Email,20.27999997138977,0.0,0,3.0,0.6476726057433819
57224,39494,31501,28025,154066,Returned,2022-06-05 01:48:38 UTC,40.0,1,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Alan,Walsh,alanwalsh@example.org,16,M,Shanxi,64708 Scott Burg,37003,Qingyuan,China,40.05450627,113.1382049,Search,Email,16.839999929070473,0.0,0,6.0,0.6530888661817247
89476,61729,49206,264,241037,Returned,2019-11-24 21:42:48 UTC,40.0,1,22.5199999473989,Tops & Tees,Flexees Women's Fat Free Tailored Tank Top,Flexees,40.0,Women,D6BAF65E0B240CE177CF70DA146C8DC8,2,Kimberly,Rice,kimberlyrice@example.net,51,F,São Paulo,242 Farrell Station Suite 973,11350-000,São Vicente,Brasil,-23.95025942,-46.40878713,Search,Email,17.4800000526011,0.0,0,6.0,0.6871093349784442
90036,62119,49521,15793,242549,Returned,2022-03-09 10:36:13 UTC,40.0,1,18.719999939203262,Plus,Flexees Women's Fat Free Tailored Tank Top,Flexees,40.0,Women,D847A02302EB92375F59A4833A95F10A,2,Krista,Davis,kristadavis@example.org,62,F,Rio Grande do Norte,185 Nichols Squares Suite 557,59162-000,São José de Mipibu,Brasil,-6.063021912,-35.29563801,Organic,Email,21.280000060796738,0.0,0,2.0,0.6894433935983109
117617,81174,64703,28025,316878,Returned,2022-05-18 21:42:27 UTC,40.0,1,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Thomas,Robertson,thomasrobertson@example.net,50,M,Arizona,390 Jose Forge Apt. 286,85118,Gold Canyon,United States,33.33747754,-111.3631414,Email,Email,16.839999929070473,0.0,0,2.0,0.6704914914387324
118142,81545,64977,195,318292,Returned,2020-10-30 12:34:27 UTC,40.0,1,22.879999950528145,Tops & Tees,Hot Chillys Women's Peach Skins Solid Crewneck Top,Hot Chillys,40.0,Women,0336DCBAB05B9D5AD24F4333C7658A0E,3,Michelle,Saunders,michellesaunders@example.com,59,F,England,38860 Anderson Ferry Apt. 558,WS15,Abbots Bromley,United Kingdom,52.77699928,-1.902598127,Email,Email,17.120000049471855,0.0,0,4.0,0.6451108741691073
118308,81656,65082,11205,318730,Returned,2022-04-18 10:52:58 UTC,40.0,1,20.439999997615807,Intimates,Flexees Women's Fat Free Rib Tank Top,Flexees,40.0,Women,002C3A40AC50DC870F1FF386F11F5BAE,2,Ann,Hogan,annhogan@example.org,64,F,New York,3507 Frederick Common,11101,New York,United States,40.74701937,-73.94088973,Display,YouTube,19.560000002384193,0.0,0,0.0,0.6879632350955718
128900,88965,71008,5237,347367,Returned,2022-01-18 11:09:03 UTC,40.0,1,22.84000001847744,Pants & Capris,Briggs New York Women's Short Flat Front Pant,Briggs,40.0,Women,2ADCEFE38FBCD3DCD45908FBAB1BF628,9,Karen,Torres,karentorres@example.com,33,F,Tennessee,2135 Johnson Inlet,37027,Brentwood,United States,35.9995206,-86.78478076,Facebook,Email,17.15999998152256,0.0,0,1.0,0.6460886361100997
129705,89510,71481,5511,349561,Returned,2021-07-28 17:40:28 UTC,40.0,1,20.04000000655651,Pants & Capris,Misses Alia Corvelle Corduroy Pull On Pants,Alia,40.0,Women,3CC697419EA18CC98D525999665CB94A,3,Stacy,Jones,stacyjones@example.net,32,F,Texas,4163 Carter Springs,77084,Houston,United States,29.82469263,-95.65015615,Search,Email,19.95999999344349,0.0,0,2.0,0.666528307838276
129831,89591,71541,11644,349908,Returned,2020-12-16 13:19:14 UTC,40.0,1,20.31999997794628,Intimates,Flexees Womens Decadence Custom Lift Camisole,Flexees,40.0,Women,B55812911F2A27B05425D0692F19A039,2,Brenda,Morgan,brendamorgan@example.org,31,F,Maranhão,486 Morrison Cove,65060-000,Paço do Lumiar,Brasil,-2.514049256,-44.14473694,Search,Adwords,19.68000002205372,0.0,0,2.0,0.7003844596617911
142414,98312,78537,195,383856,Returned,2020-11-22 23:15:15 UTC,40.0,1,22.879999950528145,Tops & Tees,Hot Chillys Women's Peach Skins Solid Crewneck Top,Hot Chillys,40.0,Women,0336DCBAB05B9D5AD24F4333C7658A0E,3,Ashley,Obrien,ashleyobrien@example.org,22,F,Nordrhein-Westfalen,8782 Jason Tunnel Suite 105,45239,Essen,Germany,51.38190527,7.015874982,Search,YouTube,17.120000049471855,0.0,0,6.0,0.6450222742434426
144799,99943,79840,11101,390337,Returned,2022-04-20 16:27:20 UTC,40.0,1,21.99999995529652,Intimates,Flexees Women's Fat Free Tailored Tank Top,Flexees,40.0,Women,E4DB4FC1EF9AE443CED49D00F2192445,2,Christina,Swanson,christinaswanson@example.com,15,F,Baden-Württemberg,16425 Perez Tunnel,70569,Stuttgart,Germany,48.74406666,9.090245459,Display,Adwords,18.00000004470348,0.0,0,2.0,0.6855292627935123
165894,114521,91622,264,447201,Returned,2022-04-27 13:06:16 UTC,40.0,1,22.5199999473989,Tops & Tees,Flexees Women's Fat Free Tailored Tank Top,Flexees,40.0,Women,D6BAF65E0B240CE177CF70DA146C8DC8,2,Stephanie,Taylor,stephanietaylor@example.com,69,F,Hunan,84305 Gray Mountain Suite 529,411199,Chongqing,China,27.88722353,112.9041791,Search,Adwords,17.4800000526011,0.0,0,2.0,0.6824226505552562
176134,121555,97243,28025,474849,Returned,2021-09-09 22:21:06 UTC,40.0,1,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Anthony,Hernandez,anthonyhernandez@example.net,44,M,England,996 Derek Islands Apt. 961,SE9,London,United Kingdom,51.44671604,0.0585266422,Search,YouTube,16.839999929070473,0.0,0,3.0,0.6866258887648397
15126,10402,8285,11245,40667,Cancelled,2022-01-16 14:20:20 UTC,40.0,0,21.479999981820583,Intimates,Maidenform FlexeesÂ® Decadence Built Up Tank,Maidenform,40.0,Women,24BCB4D0CAA4120575BB45C8A156B651,9,Melissa,Sanders,melissasanders@example.org,23,F,Hunan,846 Daniel Loop,412299,Foshan,China,27.66242555,113.4934883,Search,Email,18.520000018179417,0.0,0,6.0,0.668734052952762
16664,11498,9161,195,44828,Cancelled,2021-07-24 07:12:02 UTC,40.0,0,22.879999950528145,Tops & Tees,Hot Chillys Women's Peach Skins Solid Crewneck Top,Hot Chillys,40.0,Women,0336DCBAB05B9D5AD24F4333C7658A0E,3,Haley,Jacobs,haleyjacobs@example.com,16,F,Tennessee,88847 Douglas Shores Suite 691,37311,Cleveland,United States,35.10698489,-84.92306317,Search,Adwords,17.120000049471855,0.0,0,5.0,0.6702780921024614
33897,23427,18579,1487,91285,Cancelled,2022-06-08 17:09:30.650047 UTC,40.0,0,19.72000002861023,Sweaters,Misses 89th & Madison Solid Open Front Cardigan,89th &#x0026; Madison,40.0,Women,6D3A1E06D6A06349436BC054313B648C,4,Stacy,Johnson,stacyjohnson@example.com,43,F,Florida,6091 Brittany Vista Apt. 946,33813,Lakeland Highlands,United States,27.96103815,-81.93821237,Search,YouTube,20.27999997138977,0.0,0,,0.6485761447113706
47798,32949,26255,11289,128600,Cancelled,2022-05-12 01:35:51 UTC,40.0,0,23.03999997675419,Intimates,Flexees Women's 90th Anniversary Half Slip,Flexees,40.0,Women,7303A103C93FEA0445384D6FF3F3D1B9,2,Leslie,Castillo,lesliecastillo@example.com,54,F,Shanghai,6202 Julie Ranch,200086,Tianjin,China,31.26113383,121.5015532,Organic,YouTube,16.96000002324581,0.0,0,3.0,0.6713906491541649
54842,37856,30206,5217,147696,Cancelled,2022-04-23 23:14:28 UTC,40.0,0,19.799999967217445,Pants & Capris,Petite Alia Petite Corvelle Corduroy Pull On Pants,Alia,40.0,Women,5A7B238BA0F6502E5D6BE14424B20DED,3,Renee,Griffin,reneegriffin@example.org,66,F,Liaoning,22670 Mayo Mountains,114200,Hengyang,China,40.83916583,122.6976777,Search,Email,20.200000032782555,0.0,0,5.0,0.6558083291440655
55669,38431,30638,11289,149929,Cancelled,2021-02-18 14:19:30 UTC,40.0,0,23.03999997675419,Intimates,Flexees Women's 90th Anniversary Half Slip,Flexees,40.0,Women,7303A103C93FEA0445384D6FF3F3D1B9,2,Susan,Diaz,susandiaz@example.net,59,F,Guangdong,26038 Ronald Divide Suite 797,523750,Anshan,China,22.89488061,114.0071681,Search,Adwords,16.96000002324581,0.0,0,3.0,0.6847198638962039
65093,44937,35816,12605,175278,Cancelled,2021-09-02 17:15:24 UTC,40.0,0,21.11999996937812,Intimates,Nubra Seamless Super Light Adhesive Bra A Cup Nude,NuBra,40.0,Women,254B6CCCC84A3B7E5C696E67C9EF656E,1,Nicole,Nunez,nicolenunez@example.net,24,F,Tennessee,1205 Coleman Greens Apt. 701,37601,Johnson City,United States,36.32977669,-82.31967879,Search,Adwords,18.88000003062188,0.0,0,3.0,0.6462567790009734
66583,45960,36649,10670,179286,Cancelled,2019-11-19 20:54:50 UTC,40.0,0,20.04000000655651,Intimates,Glamorise Women's MagicLift Front Close Support Bra #1200,Glamorise,40.0,Women,5631E6EE59A4175CD06C305840562FF3,6,Karen,Ball,karenball@example.com,34,F,New York,7577 Scott Villages,11230,New York,United States,40.62198503,-73.96518192,Search,Email,19.95999999344349,0.0,0,1.0,0.6427183225726752
77303,53347,42507,28025,208171,Cancelled,2022-03-10 12:16:24 UTC,40.0,0,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Daniel,Heath,danielheath@example.net,23,M,Texas,22061 Stanley Ville Apt. 798,78040,Laredo,United States,27.51332658,-99.50238698,Search,YouTube,16.839999929070473,0.0,0,3.0,0.6810293453945611
104127,71907,57240,11185,280424,Cancelled,2021-12-07 02:16:26 UTC,40.0,0,23.200000002980232,Intimates,Maidenform Women's Firm Control Back Slimming Camisole,Maidenform,40.0,Women,51E12869E03348D481CA682359282739,9,Tricia,Young,triciayoung@example.org,13,F,Texas,110 Cynthia Mill Suite 422,76180,North Richland Hills,United States,32.84011808,-97.22348011,Search,Email,16.799999997019768,0.0,0,1.0,0.6489098752700019
134820,93049,74370,9564,363415,Cancelled,2021-09-13 09:03:18 UTC,40.0,0,24.36000004410744,Sleep & Lounge,Long Sleeve Nylon Gown by Shadowline,Shadowline,40.0,Women,A3B36CB25E2E0B93B5F334FFB4E4064E,2,Laurie,Hurley,lauriehurley@example.net,53,F,California,744 Garcia Groves Apt. 575,91702,Azusa,United States,34.26667965,-117.8695452,Search,YouTube,15.63999995589256,0.0,0,0.0,0.6567507724431946
142817,98586,78734,26354,384947,Cancelled,2022-02-25 10:55:37 UTC,40.0,0,16.88000001013279,Underwear,Hot Chillys Men's Geo Pro Fly Bottom,Hot Chillys,40.0,Men,4C71AEFC98DE5A57F137FB1317B216B9,3,Joshua,Rodriguez,joshuarodriguez@example.com,33,M,England,247 Smith Shoal,E12,London,United Kingdom,51.55320311,0.05386630687,Search,Email,23.11999998986721,0.0,0,4.0,0.6674095652028664
172024,118758,95012,11644,463770,Cancelled,2021-06-24 15:54:46 UTC,40.0,0,20.31999997794628,Intimates,Flexees Womens Decadence Custom Lift Camisole,Flexees,40.0,Women,B55812911F2A27B05425D0692F19A039,2,Ashley,Cohen,ashleycohen@example.org,59,F,Henan,92372 Karen Turnpike,466002,Taizhou,China,33.6014345,114.6509497,Facebook,YouTube,19.68000002205372,0.0,0,3.0,0.6824691448138795
180483,124606,99743,28025,486648,Cancelled,2021-08-04 08:23:32 UTC,40.0,0,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Jason,Palmer,jasonpalmer@example.net,22,M,Beijing,85918 Richard Cove,102209,Hengshui,China,40.12087537,116.433954,Search,Adwords,16.839999929070473,0.0,0,2.0,0.6588756913519747
3800,2560,2046,195,10237,Processing,2021-06-19 22:23:09 UTC,40.0,0,22.879999950528145,Tops & Tees,Hot Chillys Women's Peach Skins Solid Crewneck Top,Hot Chillys,40.0,Women,0336DCBAB05B9D5AD24F4333C7658A0E,3,Shelley,Kim,shelleykim@example.org,30,F,Henan,172 Pratt Views Suite 643,475300,Xingtai,China,34.81157234,114.8132107,Search,Adwords,17.120000049471855,0.0,0,5.0,0.6708319947167624
6128,4176,3343,2497,16465,Processing,2020-10-28 01:45:37 UTC,40.0,0,18.08000013232231,Active,Hot Chillys Women's Peach Skins Solid T-Neck Shirt,Hot Chillys,40.0,Women,D9FC0CDB67638D50F411432D0D41D0BA,3,Stacy,Banks,stacybanks@example.net,65,F,Guangdong,066 Nicole Run Apt. 214,518071,Foshan,China,22.60126293,113.9625646,Organic,YouTube,21.91999986767769,0.0,0,2.0,0.6437459025333641
32833,22665,17987,23367,88427,Processing,2020-12-29 08:19:55 UTC,40.0,0,21.959999948740005,Shorts,Izod Plaids (Small) Ocean Blue (grey/blue dk blue and grey) Flat Front Walking Shorts,IZOD,40.0,Men,04A818CF87D55FB0A8728940E04FAFF5,4,Clinton,Miller,clintonmiller@example.org,20,M,Chiba,848 Jessica Crest Apt. 566,262-0032,Chiba,Japan,35.66395281,140.0552159,Search,Adwords,18.040000051259995,0.0,0,1.0,0.672273629891932
44925,31017,24728,11086,120899,Processing,2022-04-20 23:52:39 UTC,40.0,0,20.83999998867512,Intimates,Flexees Women's Fat Free Dressing Holiday Sparkle Shapewear Tank,Flexees,40.0,Women,DF321578B4F5F132345D2E6B39743126,2,Lisa,Flowers,lisaflowers@example.com,40,F,Queensland,786 Peters Island,4702,Shoalwater,Australia,-23.65993876,149.4833569,Search,YouTube,19.16000001132488,0.0,0,2.0,0.6583024917808943
47896,33012,26305,15428,128855,Processing,2020-10-04 07:08:58 UTC,40.0,0,21.1599999666214,Plus,Glamorise Women's MagicLift Full-Figure Support Bra #1000,Glamorise,40.0,Women,5D4D48D0359E45E4FDF997818D6407FD,6,Ashley,Raymond,ashleyraymond@example.com,58,F,North Carolina,9527 Charles Canyon,28306,Fayetteville,United States,34.95363483,-78.89448444,Search,Adwords,18.8400000333786,0.0,0,6.0,0.6695576204021826
58095,40110,31970,27627,156468,Processing,2021-08-26 09:19:48 UTC,40.0,0,23.800000064075,Swim,Speedo Men's Team Collection Home Of The Fast Lycra Brief Swimsuit,Speedo,40.0,Men,F62CF378D3F7A52D41B8AA7F031454C8,4,Keith,Cook,keithcook@example.com,45,M,Alabama,3971 Dominic Viaduct,35124,Pelham,United States,33.3064011,-86.77289623,Search,Email,16.199999935925,0.0,0,3.0,0.6721222722772886
71423,49359,39348,195,192277,Processing,2021-03-01 20:42:54 UTC,40.0,0,22.879999950528145,Tops & Tees,Hot Chillys Women's Peach Skins Solid Crewneck Top,Hot Chillys,40.0,Women,0336DCBAB05B9D5AD24F4333C7658A0E,3,Beth,Mason,bethmason@example.net,56,F,São Paulo,2071 Holly Shoal,02675-031,São Paulo,Brasil,-23.47256155,-46.74656621,Search,Email,17.120000049471855,0.0,0,0.0,0.6657714235757924
80712,55668,44350,11185,217369,Processing,2020-11-23 02:25:37 UTC,40.0,0,23.200000002980232,Intimates,Maidenform Women's Firm Control Back Slimming Camisole,Maidenform,40.0,Women,51E12869E03348D481CA682359282739,9,Kelly,Benton,kellybenton@example.com,39,F,Minas Gerais,4915 Moreno Circle,35740-000,Esmeraldas,Brasil,-19.75088839,-44.2154598,Organic,Email,16.799999997019768,0.0,0,0.0,0.6658441453407273
85146,58732,46803,12605,229297,Processing,2020-01-07 02:13:10 UTC,40.0,0,21.11999996937812,Intimates,Nubra Seamless Super Light Adhesive Bra A Cup Nude,NuBra,40.0,Women,254B6CCCC84A3B7E5C696E67C9EF656E,1,Destiny,Kennedy,destinykennedy@example.net,51,F,Minas Gerais,1121 Bryant Gateway Apt. 213,38410,Uberlândia,Brasil,-18.96110488,-48.23308354,Search,Adwords,18.88000003062188,0.0,0,1.0,0.6440988274125005
105322,72728,57877,2497,283694,Processing,2020-04-04 08:56:02 UTC,40.0,0,18.08000013232231,Active,Hot Chillys Women's Peach Skins Solid T-Neck Shirt,Hot Chillys,40.0,Women,D9FC0CDB67638D50F411432D0D41D0BA,3,Catherine,Hayes,catherinehayes@example.com,55,F,Jeollabuk do,501 Cole Way,565-900,Wangsu-gun,South Korea,35.95029547,127.137785,Search,Adwords,21.91999986767769,0.0,0,5.0,0.7638537333747348
119446,82430,65713,11335,321789,Processing,2020-07-09 08:51:19 UTC,40.0,0,22.879999950528145,Intimates,Flexees Women's Decadence Boy Short,Flexees,40.0,Women,6504909AB81EDF8086A8EC6982A1099A,2,Mary,Howard,maryhoward@example.com,59,F,Queensland,8069 Reed Plaza,4220,Gold Coast,Australia,-28.09305617,153.4330332,Search,Email,17.120000049471855,0.0,0,3.0,0.6469258275235356
164945,113885,91113,28025,444668,Processing,2022-03-22 23:48:23 UTC,40.0,0,23.160000070929527,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40.0,Men,119E3B320ED9A4694E5173C3B64591F1,1,Timothy,Hines,timothyhines@example.org,69,M,Shanghai,07624 Reyes Meadow Apt. 696,201699,Quanzhou,China,30.99211633,121.2549982,Search,Email,16.839999929070473,0.0,0,1.0,0.676910836333716
9307,6387,5096,11109,25036,Shipped,2021-04-09 04:00:29 UTC,42.0,0,24.275999989360567,Intimates,Flexees Women's Decadence Custom Lift Bodybriefer,Flexees,42.0,Women,6A52DB09E45A58B3E50BCC6213785282,2,Cheryl,Taylor,cheryltaylor@example.org,20,F,Tokyo,9805 Choi Course Suite 569,189-0022,Higashimurayama City,Japan,35.76234741,139.4596879,Search,Email,17.724000010639433,0.0,0,4.0,0.6624185879325653
10021,6884,5496,6069,26965,Shipped,2021-10-26 23:17:53 UTC,42.0,0,25.326000063680112,Leggings,DreamSacks - Bamboo Daywear Bamboo Cozy Leggings Small (4-8) Smoke,Yala Designs,42.0,Women,55312EEC654A75A08DC83DE96ADDE735,1,Jaclyn,Johnson,jaclynjohnson@example.com,18,F,São Paulo,975 Jeffrey Turnpike,17280-000,Pederneiras,Brasil,-22.30086816,-48.86100163,Organic,Email,16.673999936319888,0.0,0,1.0,0.6754460862882463
41038,28309,22529,13245,110516,Shipped,2021-05-15 02:43:46 UTC,42.0,0,18.270000061020248,Swim,Carve Designs Women's Catalina Bikini Bottom,Carve Designs,42.0,Women,D68229F521316A03B517E42128C87060,6,Dominique,Burns,dominiqueburns@example.com,67,F,São Paulo,072 Padilla Mews,02675-031,São Paulo,Brasil,-23.47256155,-46.74656621,Search,Email,23.729999938979752,0.0,0,5.0,0.6598683592870713
